776, 22 
953, 24 
266, 9 
188, 6 
273, 9 
223, 7 
995, 24 
297, 10 
562, 16 
383, 13 
146, 6 
823, 22 
187, 7 
929, 24 
543, 16 
238, 9 
504, 14 
912, 25 
393, 13 
199, 6 
470, 15 
398, 12 
200, 6 
353, 11 
526, 16 
726, 22 
393, 10 
800, 21 
906, 24 
384, 11 
329, 10 
261, 9 
400, 13 
170, 6 
589, 16 
314, 10 
171, 7 
432, 12 
542, 16 
204, 8 
217, 8 
844, 23 
362, 11 
776, 23 
972, 24 
482, 14 
232, 9 
637, 18 
171, 6 
583, 16 
449, 15 
731, 21 
872, 24 
363, 10 
603, 16 
367, 12 
309, 9 
714, 21 
794, 22 
998, 25 
167, 6 
830, 24 
833, 23 
343, 9 
672, 20 
520, 16 
570, 17 
736, 20 
573, 16 
336, 11 
998, 25 
938, 23 
732, 20 
132, 6 
852, 24 
197, 6 
735, 20 
601, 16 
706, 21 
856, 23 
156, 6 
251, 8 
828, 23 
707, 21 
560, 16 
892, 23 
586, 16 
986, 24 
863, 22 
434, 12 
845, 22 
170, 6 
300, 10 
370, 12 
316, 9 
171, 6 
953, 24 
623, 17 
336, 10 
939, 25 
196, 7 
717, 19 
974, 25 
955, 25 
345, 11 
235, 8 
850, 23 
428, 14 
421, 12 
799, 20 
562, 17 
780, 21 
727, 22 
433, 13 
666, 19 
533, 17 
845, 22 
334, 12 
827, 23 
518, 15 
188, 7 
667, 20 
472, 12 
268, 9 
498, 15 
807, 24 
808, 21 
646, 18 
377, 12 
513, 14 
392, 11 
833, 23 
801, 22 
164, 7 
703, 19 
580, 17 
723, 19 
438, 13 
785, 23 
241, 7 
526, 14 
248, 8 
312, 9 
611, 16 
344, 11 
697, 20 
583, 16 
343, 11 
611, 18 
576, 16 
292, 10 
902, 24 
171, 6 
512, 16 
200, 7 
539, 15 
485, 14 
485, 16 
974, 25 
610, 18 
478, 15 
610, 17 
275, 8 
810, 21 
1004, 25 
488, 14 
642, 18 
261, 8 
497, 14 
542, 17 
658, 19 
852, 23 
864, 23 
423, 14 
428, 13 
719, 21 
727, 20 
602, 20 
451, 12 
695, 19 
338, 11 
195, 7 
423, 13 
552, 15 
885, 23 
362, 11 
319, 10 
259, 10 
396, 13 
608, 18 
579, 18 
805, 22 
891, 25 
213, 8 
851, 23 
481, 16 
467, 14 
569, 16 
841, 23 
600, 17 
947, 24 
353, 11 
495, 14 
253, 9 
993, 25 
888, 22 
435, 15 
845, 23 
999, 25 
632, 17 
692, 20 
354, 11 
491, 13 
754, 21 
330, 12 
349, 11 
648, 18 
506, 16 
504, 16 
951, 25 
200, 6 
406, 15 
437, 13 
865, 24 
266, 8 
787, 21 
757, 22 
346, 12 
416, 12 
395, 13 
840, 21 
251, 7 
178, 8 
680, 19 
772, 22 
705, 19 
589, 18 
615, 17 
190, 6 
187, 7 
528, 14 
508, 15 
439, 14 
261, 9 
192, 6 
887, 23 
857, 22 
345, 10 
544, 17 
895, 24 
548, 17 
324, 12 
851, 23 
808, 20 
978, 24 
245, 7 
455, 13 
780, 22 
176, 7 
548, 14 
446, 13 
267, 7 
583, 16 
770, 21 
948, 24 
398, 12 
540, 15 
682, 19 
552, 16 
739, 21 
228, 6 
203, 7 
548, 17 
809, 22 
704, 21 
250, 10 
492, 13 
561, 17 
140, 6 
199, 7 
916, 24 
238, 9 
633, 17 
594, 18 
332, 11 
378, 11 
339, 10 
215, 7 
642, 19 
173, 6 
801, 22 
174, 7 
487, 14 
306, 9 
872, 23 
415, 14 
701, 20 
569, 17 
889, 22 
795, 20 
955, 25 
213, 7 
283, 10 
586, 17 
249, 8 
856, 23 
663, 18 
704, 21 
712, 21 
391, 12 
785, 22 
532, 14 
621, 16 
518, 16 
684, 19 
622, 19 
415, 13 
958, 25 
413, 13 
339, 10 
281, 10 
552, 16 
540, 15 
698, 18 
429, 11 
503, 14 
659, 18 
607, 19 
210, 6 
572, 17 
449, 13 
207, 8 
760, 21 
839, 23 
638, 19 
395, 13 
458, 13 
382, 12 
233, 10 
378, 11 
370, 12 
374, 12 
623, 18 
594, 16 
809, 22 
123, 6 
691, 21 
937, 25 
633, 18 
814, 22 
891, 23 
651, 19 
714, 20 
833, 23 
174, 6 
271, 11 
440, 14 
416, 16 
176, 8 
356, 12 
397, 13 
152, 6 
916, 23 
877, 24 
519, 15 
787, 22 
626, 18 
628, 18 
631, 17 
320, 12 
485, 14 
448, 13 
254, 8 
301, 9 
564, 16 
276, 8 
783, 21 
609, 18 
789, 23 
146, 7 
661, 20 
354, 11 
787, 21 
835, 23 
873, 23 
230, 8 
932, 25 
929, 24 
376, 11 
902, 23 
666, 17 
509, 14 
633, 18 
422, 13 
169, 6 
769, 22 
322, 13 
610, 18 
823, 23 
645, 18 
306, 9 
734, 20 
798, 21 
928, 24 
220, 7 
424, 12 
309, 10 
550, 17 
596, 18 
328, 9 
409, 13 
940, 25 
570, 16 
482, 16 
428, 13 
309, 11 
557, 18 
206, 6 
569, 19 
911, 22 
653, 18 
154, 6 
782, 21 
362, 13 
629, 18 
245, 7 
659, 19 
237, 8 
569, 15 
240, 9 
368, 12 
674, 17 
268, 8 
474, 14 
443, 11 
970, 25 
746, 21 
679, 19 
448, 14 
606, 16 
702, 19 
809, 22 
241, 8 
860, 24 
175, 6 
578, 16 
649, 18 
860, 21 
699, 19 
693, 20 
598, 16 
776, 21 
423, 13 
648, 20 
395, 12 
243, 9 
288, 8 
892, 23 
513, 14 
276, 9 
714, 20 
404, 14 
426, 13 
435, 13 
653, 19 
744, 21 
965, 25 
359, 11 
955, 24 
659, 19 
437, 14 
933, 24 
586, 16 
948, 25 
193, 6 
508, 14 
662, 18 
550, 17 
617, 18 
503, 15 
585, 17 
199, 8 
208, 7 
430, 13 
295, 8 
643, 18 
210, 6 
476, 16 
645, 18 
255, 8 
431, 13 
674, 17 
503, 16 
204, 6 
702, 20 
581, 15 
644, 19 
395, 13 
625, 15 
874, 23 
455, 14 
357, 11 
534, 15 
861, 22 
449, 12 
346, 11 
874, 23 
555, 17 
597, 16 
542, 16 
245, 9 
570, 16 
909, 24 
706, 20 
636, 18 
734, 20 
449, 14 
418, 13 
772, 22 
643, 18 
962, 25 
174, 8 
461, 14 
849, 23 
1004, 25 
440, 13 
529, 17 
854, 23 
335, 10 
279, 9 
512, 16 
257, 8 
659, 20 
201, 6 
576, 17 
580, 16 
492, 16 
661, 18 
912, 24 
850, 24 
320, 10 
792, 22 
911, 24 
108, 6 
447, 13 
954, 24 
778, 21 
242, 9 
476, 12 
349, 12 
760, 21 
635, 17 
883, 23 
792, 21 
378, 11 
1025, 25 
392, 13 
290, 11 
254, 10 
901, 24 
829, 20 
628, 17 
575, 17 
746, 19 
746, 20 
949, 23 
807, 22 
319, 11 
580, 17 
751, 20 
300, 11 
489, 14 
565, 18 
443, 12 
910, 24 
400, 11 
539, 15 
746, 20 
935, 25 
251, 7 
579, 16 
555, 16 
892, 22 
480, 14 
851, 22 
834, 22 
983, 25 
812, 21 
794, 22 
237, 8 
449, 14 
873, 23 
855, 22 
369, 12 
348, 11 
635, 18 
306, 10 
420, 13 
687, 19 
190, 6 
345, 12 
715, 19 
299, 9 
550, 16 
472, 15 
528, 14 
921, 25 
445, 14 
377, 10 
431, 13 
917, 24 
901, 24 
601, 17 
625, 18 
938, 24 
566, 15 
710, 21 
606, 17 
693, 21 
568, 17 
980, 24 
354, 11 
407, 13 
333, 10 
568, 15 
551, 17 
457, 13 
536, 18 
887, 23 
337, 9 
740, 21 
678, 18 
336, 11 
299, 8 
222, 8 
221, 7 
707, 19 
842, 22 
306, 10 
128, 6 
206, 7 
493, 14 
610, 19 
417, 13 
453, 13 
746, 19 
725, 21 
474, 15 
616, 17 
282, 7 
307, 10 
891, 24 
923, 24 
492, 16 
703, 20 
234, 7 
320, 11 
242, 8 
770, 20 
510, 15 
239, 8 
814, 22 
738, 19 
464, 14 
789, 21 
884, 23 
626, 17 
798, 22 
700, 18 
905, 23 
763, 22 
773, 22 
444, 14 
419, 12 
525, 17 
305, 10 
513, 13 
528, 16 
626, 18 
920, 25 
618, 17 
345, 10 
706, 20 
930, 24 
862, 23 
642, 18 
693, 19 
857, 24 
164, 6 
544, 15 
320, 11 
952, 25 
348, 11 
314, 10 
487, 14 
774, 20 
794, 22 
369, 12 
609, 17 
651, 18 
823, 23 
485, 14 
842, 22 
416, 14 
807, 22 
530, 16 
730, 18 
804, 22 
822, 23 
978, 24 
490, 15 
946, 25 
688, 20 
703, 20 
129, 6 
917, 24 
268, 10 
769, 20 
463, 16 
179, 6 
1037, 25 
785, 21 
778, 20 
145, 6 
782, 20 
380, 11 
657, 18 
181, 8 
266, 9 
534, 15 
652, 17 
232, 8 
480, 13 
750, 20 
